discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code,country_3_letter_code,year,olympic_location,participant_title_cleaned
Tug of War,stockholm-1912,tug of war men,Men,GOLD,GameTeam,Sweden team,NA,Sweden,SE,SWE,1912,stockholm,Sweden team
Tug of War,stockholm-1912,tug of war men,Men,SILVER,GameTeam,Great Britain team,NA,Great Britain,GB,GBR,1912,stockholm,Great Britain team
Equestrian Dressage,stockholm-1912,individual mixed,Men,GOLD,Athlete,NA,Carl BONDE,Sweden,SE,SWE,1912,stockholm,NA
Equestrian Dressage,stockholm-1912,individual mixed,Men,SILVER,Athlete,NA,"Gustaf Adolf Boltenstern, Sr.",Sweden,SE,SWE,1912,stockholm,NA
Equestrian Dressage,stockholm-1912,individual mixed,Men,BRONZE,Athlete,NA,Hans VON BLIXEN-FINECKE,Sweden,SE,SWE,1912,stockholm,NA
Gymnastics Artistic,stockholm-1912,team free system men,Men,GOLD,GameTeam,Norway team,NA,Norway,NO,NOR,1912,stockholm,Norway team
Gymnastics Artistic,stockholm-1912,team free system men,Men,SILVER,GameTeam,Finland team,NA,Finland,FI,FIN,1912,stockholm,Finland team
Gymnastics Artistic,stockholm-1912,team free system men,Men,BRONZE,GameTeam,Denmark team,NA,Denmark,DK,DEN,1912,stockholm,Denmark team
Gymnastics Artistic,stockholm-1912,team Swedish system men,Men,GOLD,GameTeam,Sweden team,NA,Sweden,SE,SWE,1912,stockholm,Sweden team
Gymnastics Artistic,stockholm-1912,team Swedish system men,Men,SILVER,GameTeam,Denmark team,NA,Denmark,DK,DEN,1912,stockholm,Denmark team
Gymnastics Artistic,stockholm-1912,team Swedish system men,Men,BRONZE,GameTeam,Norway team,NA,Norway,NO,NOR,1912,stockholm,Norway team
Gymnastics Artistic,stockholm-1912,individual all-round men,Men,GOLD,Athlete,NA,G. Alberto BRAGLIA,Italy,IT,ITA,1912,stockholm,NA
Gymnastics Artistic,stockholm-1912,individual all-round men,Men,SILVER,Athlete,NA,B. Louis SEGURA,France,FR,FRA,1912,stockholm,NA
Gymnastics Artistic,stockholm-1912,individual all-round men,Men,BRONZE,Athlete,NA,Serafino MAZZAROCHI,Italy,IT,ITA,1912,stockholm,NA
Gymnastics Artistic,stockholm-1912,team competition men,Men,GOLD,GameTeam,Italy team,NA,Italy,IT,ITA,1912,stockholm,Italy team
Gymnastics Artistic,stockholm-1912,team competition men,Men,SILVER,GameTeam,Hungary team,NA,Hungary,HU,HUN,1912,stockholm,Hungary team
Gymnastics Artistic,stockholm-1912,team competition men,Men,BRONZE,GameTeam,Great Britain team,NA,Great Britain,GB,GBR,1912,stockholm,Great Britain team
Rowing,stockholm-1912,four-oared shell with coxswain men,Men,GOLD,GameTeam,Ludwigshafener Ruderverein,NA,Germany,DE,GER,1912,stockholm,Ludwigshafener Ruderverein
Rowing,stockholm-1912,four-oared shell with coxswain men,Men,SILVER,GameTeam,Thames Rowing Club,NA,Great Britain,GB,GBR,1912,stockholm,Thames Rowing Club
Rowing,stockholm-1912,four-oared shell with coxswain men,Men,BRONZE,GameTeam,Polyteknisk Roklub #1,NA,Denmark,DK,DEN,1912,stockholm,Polyteknisk Roklub
Rowing,stockholm-1912,four-oared shell with coxswain men,Men,BRONZE,GameTeam,Kristiania Roklub #1,NA,Norway,NO,NOR,1912,stockholm,Kristiania Roklub
Rowing,stockholm-1912,four-oared shell with coxswain men,Men,GOLD,GameTeam,Leander Club #1,NA,Great Britain,GB,GBR,1912,stockholm,Leander Club
Rowing,stockholm-1912,four-oared shell with coxswain men,Men,SILVER,GameTeam,"New College, Oxford #2",NA,Great Britain,GB,GBR,1912,stockholm,New College Oxford
Rowing,stockholm-1912,four-oared shell with coxswain men,Men,BRONZE,GameTeam,Berliner Ruderverein von 1876 #2,NA,Germany,DE,GER,1912,stockholm,Berliner Ruderverein von
Rowing,stockholm-1912,quadruple sculls with coxswain 4x men,Men,GOLD,GameTeam,Nykjøbings paa Falster,NA,Denmark,DK,DEN,1912,stockholm,Nykj bings paa Falster
Rowing,stockholm-1912,quadruple sculls with coxswain 4x men,Men,SILVER,GameTeam,Roddklubben af 1912 #1,NA,Sweden,SE,SWE,1912,stockholm,Roddklubben af
Rowing,stockholm-1912,quadruple sculls with coxswain 4x men,Men,BRONZE,GameTeam,Ormsund Roklub #2,NA,Norway,NO,NOR,1912,stockholm,Ormsund Roklub
Rowing,stockholm-1912,single sculls 1x men,Men,GOLD,Athlete,NA,William Duthie KINNEAR,Great Britain,GB,GBR,1912,stockholm,NA
Rowing,stockholm-1912,single sculls 1x men,Men,SILVER,Athlete,NA,Polydore VEIRMAN,Belgium,BE,BEL,1912,stockholm,NA
Rowing,stockholm-1912,single sculls 1x men,Men,BRONZE,Athlete,NA,Mart Kuusik,Russian Federation,RU,RUS,1912,stockholm,NA
Rowing,stockholm-1912,single sculls 1x men,Men,BRONZE,Athlete,NA,Everard Burnside BUTLER,Canada,CA,CAN,1912,stockholm,NA
Fencing,stockholm-1912,sabre team men,Men,GOLD,GameTeam,Hungary team,NA,Hungary,HU,HUN,1912,stockholm,Hungary team
Fencing,stockholm-1912,sabre team men,Men,SILVER,GameTeam,Austria team,NA,Austria,AT,AUT,1912,stockholm,Austria team
Fencing,stockholm-1912,sabre team men,Men,BRONZE,GameTeam,Netherlands team,NA,Netherlands,NL,NED,1912,stockholm,Netherlands team
Fencing,stockholm-1912,épée team men,Men,GOLD,GameTeam,Belgium team,NA,Belgium,BE,BEL,1912,stockholm,Belgium team
Fencing,stockholm-1912,épée team men,Men,SILVER,GameTeam,Great Britain team,NA,Great Britain,GB,GBR,1912,stockholm,Great Britain team
Fencing,stockholm-1912,épée team men,Men,BRONZE,GameTeam,Netherlands team,NA,Netherlands,NL,NED,1912,stockholm,Netherlands team
Fencing,stockholm-1912,foil individual men,Men,GOLD,Athlete,NA,Nedo NADI,Italy,IT,ITA,1912,stockholm,NA
Fencing,stockholm-1912,foil individual men,Men,SILVER,Athlete,NA,Pietro SPECIALE,Italy,IT,ITA,1912,stockholm,NA
Fencing,stockholm-1912,foil individual men,Men,BRONZE,Athlete,NA,Richard VERDERBER,Austria,AT,AUT,1912,stockholm,NA
Fencing,stockholm-1912,épée individual men,Men,GOLD,Athlete,NA,Paul ANSPACH,Belgium,BE,BEL,1912,stockholm,NA
Fencing,stockholm-1912,épée individual men,Men,SILVER,Athlete,NA,Ivan Joseph Martin OSIIER,Denmark,DK,DEN,1912,stockholm,NA
Fencing,stockholm-1912,épée individual men,Men,BRONZE,Athlete,NA,Philippe LE HARDY DE BEAULIEU,Belgium,BE,BEL,1912,stockholm,NA
Fencing,stockholm-1912,sabre individual men,Men,GOLD,Athlete,NA,Jenö FUCHS,Hungary,HU,HUN,1912,stockholm,NA
Fencing,stockholm-1912,sabre individual men,Men,SILVER,Athlete,NA,Béla BEKESSY,Hungary,HU,HUN,1912,stockholm,NA
Fencing,stockholm-1912,sabre individual men,Men,BRONZE,Athlete,NA,Ervin MESZAROS,Hungary,HU,HUN,1912,stockholm,NA
Water Polo,stockholm-1912,water polo men,Men,GOLD,GameTeam,Great Britain team,NA,Great Britain,GB,GBR,1912,stockholm,Great Britain team
Water Polo,stockholm-1912,water polo men,Men,SILVER,GameTeam,Sweden team,NA,Sweden,SE,SWE,1912,stockholm,Sweden team
Water Polo,stockholm-1912,water polo men,Men,BRONZE,GameTeam,Belgium team,NA,Belgium,BE,BEL,1912,stockholm,Belgium team
Cycling Road,stockholm-1912,individual time trial men,Men,GOLD,Athlete,NA,Rudolph LEWIS,South Africa,ZA,RSA,1912,stockholm,NA
Cycling Road,stockholm-1912,individual time trial men,Men,SILVER,Athlete,NA,Frederick Henry GRUBB,Great Britain,GB,GBR,1912,stockholm,NA
Cycling Road,stockholm-1912,individual time trial men,Men,BRONZE,Athlete,NA,Carl Otto SCHUTTE,United States of America,US,USA,1912,stockholm,NA
Cycling Road,stockholm-1912,team time trial men,Men,GOLD,GameTeam,Sweden team,NA,Sweden,SE,SWE,1912,stockholm,Sweden team
Cycling Road,stockholm-1912,team time trial men,Men,SILVER,GameTeam,England #1,NA,Great Britain,GB,GBR,1912,stockholm,England
Cycling Road,stockholm-1912,team time trial men,Men,BRONZE,GameTeam,United States team,NA,United States of America,US,USA,1912,stockholm,United States team
Modern Pentathlon,stockholm-1912,Individual competition men,Men,GOLD,Athlete,NA,Gosta LILLIEHOOK,Sweden,SE,SWE,1912,stockholm,NA
Modern Pentathlon,stockholm-1912,Individual competition men,Men,SILVER,Athlete,NA,Gosta ASBRINK,Sweden,SE,SWE,1912,stockholm,NA
Modern Pentathlon,stockholm-1912,Individual competition men,Men,BRONZE,Athlete,NA,Georg DE LAVAL,Sweden,SE,SWE,1912,stockholm,NA
Swimming,stockholm-1912,4x100m freestyle relay women,Women,GOLD,GameTeam,Great Britain team,NA,Great Britain,GB,GBR,1912,stockholm,Great Britain team
Swimming,stockholm-1912,4x100m freestyle relay women,Women,SILVER,GameTeam,Germany team,NA,Germany,DE,GER,1912,stockholm,Germany team
Swimming,stockholm-1912,4x100m freestyle relay women,Women,BRONZE,GameTeam,Austria team,NA,Austria,AT,AUT,1912,stockholm,Austria team
Swimming,stockholm-1912,100m freestyle women,Women,GOLD,Athlete,NA,Fanny DURACK,Australasia,NA,ANZ,1912,stockholm,NA
Swimming,stockholm-1912,100m freestyle women,Women,SILVER,Athlete,NA,Mina Wylie,Australasia,NA,ANZ,1912,stockholm,NA
Swimming,stockholm-1912,100m freestyle women,Women,BRONZE,Athlete,NA,Jennie FLETCHER,Great Britain,GB,GBR,1912,stockholm,NA
Swimming,stockholm-1912,1500m freestyle men,Men,GOLD,Athlete,NA,George Ritchie HODGSON,Canada,CA,CAN,1912,stockholm,NA
Swimming,stockholm-1912,1500m freestyle men,Men,SILVER,Athlete,NA,John Gatenby HATFIELD,Great Britain,GB,GBR,1912,stockholm,NA
Swimming,stockholm-1912,1500m freestyle men,Men,BRONZE,Athlete,NA,Harold H. HARDWICK,Australasia,NA,ANZ,1912,stockholm,NA
Swimming,stockholm-1912,200m breaststroke men,Men,GOLD,Athlete,NA,Walter BATHE,Germany,DE,GER,1912,stockholm,NA
Swimming,stockholm-1912,200m breaststroke men,Men,SILVER,Athlete,NA,Willy LÜTZOW,Germany,DE,GER,1912,stockholm,NA
Swimming,stockholm-1912,200m breaststroke men,Men,BRONZE,Athlete,NA,Kurt Paul MALISCH,Germany,DE,GER,1912,stockholm,NA
Swimming,stockholm-1912,4x200m freestyle relay men,Men,GOLD,GameTeam,Australasia team,NA,Australasia,NA,ANZ,1912,stockholm,Australasia team
Swimming,stockholm-1912,4x200m freestyle relay men,Men,SILVER,GameTeam,United States team,NA,United States of America,US,USA,1912,stockholm,United States team
Swimming,stockholm-1912,4x200m freestyle relay men,Men,BRONZE,GameTeam,Great Britain team,NA,Great Britain,GB,GBR,1912,stockholm,Great Britain team
Swimming,stockholm-1912,100m freestyle men,Men,GOLD,Athlete,NA,Duke Paoa KAHANAMOKU,United States of America,US,USA,1912,stockholm,NA
Swimming,stockholm-1912,100m freestyle men,Men,SILVER,Athlete,NA,Cecil HEALY,Australasia,NA,ANZ,1912,stockholm,NA
Swimming,stockholm-1912,100m freestyle men,Men,BRONZE,Athlete,NA,Kenneth HUSZAGH,United States of America,US,USA,1912,stockholm,NA
Swimming,stockholm-1912,100m backstroke men,Men,GOLD,Athlete,NA,Harry J. HEBNER,United States of America,US,USA,1912,stockholm,NA
Swimming,stockholm-1912,100m backstroke men,Men,SILVER,Athlete,NA,Otto FAHR,Germany,DE,GER,1912,stockholm,NA
Swimming,stockholm-1912,100m backstroke men,Men,BRONZE,Athlete,NA,Paul KELLNER,Germany,DE,GER,1912,stockholm,NA
Swimming,stockholm-1912,400m breaststroke men,Men,GOLD,Athlete,NA,Walter BATHE,Germany,DE,GER,1912,stockholm,NA
Swimming,stockholm-1912,400m breaststroke men,Men,SILVER,Athlete,NA,Tor HENNING,Sweden,SE,SWE,1912,stockholm,NA
Swimming,stockholm-1912,400m breaststroke men,Men,BRONZE,Athlete,NA,Percy COURTMAN,Great Britain,GB,GBR,1912,stockholm,NA
Swimming,stockholm-1912,400m freestyle men,Men,GOLD,Athlete,NA,George Ritchie HODGSON,Canada,CA,CAN,1912,stockholm,NA
Swimming,stockholm-1912,400m freestyle men,Men,SILVER,Athlete,NA,John Gatenby HATFIELD,Great Britain,GB,GBR,1912,stockholm,NA
Swimming,stockholm-1912,400m freestyle men,Men,BRONZE,Athlete,NA,Harold H. HARDWICK,Australasia,NA,ANZ,1912,stockholm,NA
Fencing,london-1908,épée individual men,Men,GOLD,Athlete,NA,Gaston ALIBERT,France,FR,FRA,1908,london,NA
Fencing,london-1908,épée individual men,Men,SILVER,Athlete,NA,Alexandre LIPPMANN,France,FR,FRA,1908,london,NA
Fencing,london-1908,épée individual men,Men,BRONZE,Athlete,NA,Eugène Victor OLIVIER,France,FR,FRA,1908,london,NA
Fencing,london-1908,sabre individual men,Men,GOLD,Athlete,NA,Jenö FUCHS,Hungary,HU,HUN,1908,london,NA
Fencing,london-1908,sabre individual men,Men,SILVER,Athlete,NA,Béla ZULAWSKY,Hungary,HU,HUN,1908,london,NA
Fencing,london-1908,sabre individual men,Men,BRONZE,Athlete,NA,"Vilém GOPPOLD Z LOBSDORFU, SR.",Bohemia,NA,BOH,1908,london,NA
Fencing,london-1908,sabre team men,Men,GOLD,GameTeam,Hungary team,NA,Hungary,HU,HUN,1908,london,Hungary team
Fencing,london-1908,sabre team men,Men,SILVER,GameTeam,Italy team,NA,Italy,IT,ITA,1908,london,Italy team
Fencing,london-1908,sabre team men,Men,BRONZE,GameTeam,Bohemia team,NA,Bohemia,NA,BOH,1908,london,Bohemia team
Fencing,london-1908,épée team men,Men,GOLD,GameTeam,France team,NA,France,FR,FRA,1908,london,France team
Fencing,london-1908,épée team men,Men,SILVER,GameTeam,Great Britain team,NA,Great Britain,GB,GBR,1908,london,Great Britain team
Fencing,london-1908,épée team men,Men,BRONZE,GameTeam,Belgium team,NA,Belgium,BE,BEL,1908,london,Belgium team
Wrestling,london-1908,"Middleweight, Freestyle (≤73 kilograms) Men",Men,GOLD,Athlete,NA,Stanley Vivian BACON,Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Middleweight, Freestyle (≤73 kilograms) Men",Men,SILVER,Athlete,NA,George B. VAN DAMEN,Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Middleweight, Freestyle (≤73 kilograms) Men",Men,BRONZE,Athlete,NA,Fred Beck,Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Lightweight, Greco-Roman (≤66.6 kilograms) Men",Men,GOLD,Athlete,NA,Enrico PORRO,Italy,IT,ITA,1908,london,NA
Wrestling,london-1908,"Lightweight, Greco-Roman (≤66.6 kilograms) Men",Men,SILVER,Athlete,NA,Nikolay Orlov,Russian Federation,RU,RUS,1908,london,NA
Wrestling,london-1908,"Lightweight, Greco-Roman (≤66.6 kilograms) Men",Men,BRONZE,Athlete,NA,Arvid LINDEN,Finland,FI,FIN,1908,london,NA
Wrestling,london-1908,"Middleweight, Greco-Roman (≤73 kilograms) Men",Men,GOLD,Athlete,NA,Frithiof M. MARTENSSON,Sweden,SE,SWE,1908,london,NA
Wrestling,london-1908,"Middleweight, Greco-Roman (≤73 kilograms) Men",Men,SILVER,Athlete,NA,Mauritz ANDERSSON,Sweden,SE,SWE,1908,london,NA
Wrestling,london-1908,"Middleweight, Greco-Roman (≤73 kilograms) Men",Men,BRONZE,Athlete,NA,Anders HARTINGTON-ANDERSEN,Denmark,DK,DEN,1908,london,NA
Wrestling,london-1908,"Lightweight, Freestyle (≤146.75 pounds) Men",Men,GOLD,Athlete,NA,George B. VAN DAMEN,Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Lightweight, Freestyle (≤146.75 pounds) Men",Men,SILVER,Athlete,NA,William Wood,Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Lightweight, Freestyle (≤146.75 pounds) Men",Men,BRONZE,Athlete,NA,Arthur Gingell,Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Featherweight, Freestyle (≤133 pounds) Men",Men,GOLD,Athlete,NA,George Stuart DOLE,United States of America,US,USA,1908,london,NA
Wrestling,london-1908,"Featherweight, Freestyle (≤133 pounds) Men",Men,SILVER,Athlete,NA,John Slim,Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Featherweight, Freestyle (≤133 pounds) Men",Men,BRONZE,Athlete,NA,William MCKIE,Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Heavyweight, Greco-Roman (>93 kilograms) Men",Men,GOLD,Athlete,NA,Richard WEISZ,Hungary,HU,HUN,1908,london,NA
Wrestling,london-1908,"Heavyweight, Greco-Roman (>93 kilograms) Men",Men,SILVER,Athlete,NA,Aleksandr Petrov,Russian Federation,RU,RUS,1908,london,NA
Wrestling,london-1908,"Heavyweight, Greco-Roman (>93 kilograms) Men",Men,BRONZE,Athlete,NA,Sören Marius JENSEN,Denmark,DK,DEN,1908,london,NA
Wrestling,london-1908,"Bantamweight, Freestyle (≤54 kilograms) Men",Men,GOLD,Athlete,NA,George Nicholas MEHNERT,United States of America,US,USA,1908,london,NA
Wrestling,london-1908,"Bantamweight, Freestyle (≤54 kilograms) Men",Men,SILVER,Athlete,NA,William J. PRESS,Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Bantamweight, Freestyle (≤54 kilograms) Men",Men,BRONZE,Athlete,NA,Aubert COTE,Canada,CA,CAN,1908,london,NA
Wrestling,london-1908,"Light-Heavyweight, Greco-Roman (≤93 kilograms) Men",Men,GOLD,Athlete,NA,Werner WECKMAN,Finland,FI,FIN,1908,london,NA
Wrestling,london-1908,"Light-Heavyweight, Greco-Roman (≤93 kilograms) Men",Men,SILVER,Athlete,NA,Yrjö Saarela,Finland,FI,FIN,1908,london,NA
Wrestling,london-1908,"Light-Heavyweight, Greco-Roman (≤93 kilograms) Men",Men,BRONZE,Athlete,NA,Carl Marinus JENSEN,Denmark,DK,DEN,1908,london,NA
Wrestling,london-1908,"Heavyweight, Freestyle (>73 kilograms) Men",Men,GOLD,Athlete,NA,"Con O'Kelly, Sr.",Great Britain,GB,GBR,1908,london,NA
Wrestling,london-1908,"Heavyweight, Freestyle (>73 kilograms) Men",Men,SILVER,Athlete,NA,Jacob Gundersen,Norway,NO,NOR,1908,london,NA
Wrestling,london-1908,"Heavyweight, Freestyle (>73 kilograms) Men",Men,BRONZE,Athlete,NA,Ned Barrett,Great Britain,GB,GBR,1908,london,NA
Jeu de Paume,london-1908,Individual men,Men,GOLD,Athlete,NA,Jay GOULD,United States of America,US,USA,1908,london,NA
Jeu de Paume,london-1908,Individual men,Men,SILVER,Athlete,NA,Eustace Hamilton MILES,Great Britain,GB,GBR,1908,london,NA
Jeu de Paume,london-1908,Individual men,Men,BRONZE,Athlete,NA,Neville Stephen LYTTON,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,Doubles Men,Men,GOLD,GameTeam,Great Britain team #1,George Whiteside HILLYARD,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,Doubles Men,Men,GOLD,GameTeam,Great Britain team #1,Reginald Frank DOHERTY,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,Doubles Men,Men,SILVER,GameTeam,Great Britain team #2,Josiah George RITCHIE,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,Doubles Men,Men,SILVER,GameTeam,Great Britain team #2,James Cecil PARKE,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,Doubles Men,Men,BRONZE,GameTeam,Great Britain team #3,Clement Haughton Langston CAZALET,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,Doubles Men,Men,BRONZE,GameTeam,Great Britain team #3,Charles Percy DIXON,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,Singles men,Men,GOLD,Athlete,NA,Josiah George RITCHIE,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,Singles men,Men,SILVER,Athlete,NA,Otto FROITZHEIM,Germany,DE,GER,1908,london,NA
Tennis,london-1908,Singles men,Men,BRONZE,Athlete,NA,Wilberforce Vaughan EAVES,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,doubles indoor men,Women,GOLD,Athlete,NA,Gwendoline EASTLAKE-SMITH,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,doubles indoor men,Women,SILVER,Athlete,NA,Alice Greene,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,doubles indoor men,Women,BRONZE,Athlete,NA,Märtha ADLERSTRAHLE,Sweden,SE,SWE,1908,london,NA
Tennis,london-1908,singles indoor men,Men,GOLD,Athlete,NA,Arthur Wentworth GORE,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,singles indoor men,Men,SILVER,Athlete,NA,George Aristedes CARIDIA,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,singles indoor men,Men,BRONZE,Athlete,NA,Josiah George RITCHIE,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,Singles women,Women,GOLD,Athlete,NA,Dorothy Katherine CHAMBERS,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,Singles women,Women,SILVER,Athlete,NA,Penelope Dora Harvey BOOTHBY,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,Singles women,Women,BRONZE,Athlete,NA,Ruth Joan WINCH,Great Britain,GB,GBR,1908,london,NA
Tennis,london-1908,doubles indoor men,Men,GOLD,GameTeam,Great Britain team #1,Arthur Wentworth GORE,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,doubles indoor men,Men,GOLD,GameTeam,Great Britain team #1,Herbert Roper BARRETT,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,doubles indoor men,Men,SILVER,GameTeam,Great Britain team #2,George Mievillle SIMOND,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,doubles indoor men,Men,SILVER,GameTeam,Great Britain team #2,George Aristedes CARIDIA,Great Britain,GB,GBR,1908,london,Great Britain team
Tennis,london-1908,doubles indoor men,Men,BRONZE,GameTeam,Sweden team,Gunnar SETTERWALL,Sweden,SE,SWE,1908,london,Sweden team
Tennis,london-1908,doubles indoor men,Men,BRONZE,GameTeam,Sweden team,Wollmar BOSTRÖM,Sweden,SE,SWE,1908,london,Sweden team
Rugby,london-1908,rugby men,Men,GOLD,GameTeam,Australasia team,NA,Australasia,NA,ANZ,1908,london,Australasia team
Rugby,london-1908,rugby men,Men,SILVER,GameTeam,Cornwall,NA,Great Britain,GB,GBR,1908,london,Cornwall
Water Motorsports,london-1908,class B up to 60 feet men,Open,GOLD,GameTeam,Gyrinus #1,NA,Great Britain,GB,GBR,1908,london,Gyrinus
Water Motorsports,london-1908,8m class C men,Open,GOLD,GameTeam,Gyrinus #1,NA,Great Britain,GB,GBR,1908,london,Gyrinus
Water Motorsports,london-1908,open class A men,Open,GOLD,GameTeam,Camille,NA,France,FR,FRA,1908,london,Camille
Sailing,london-1908,6m mixed,Open,GOLD,GameTeam,Dormy #1,NA,Great Britain,GB,GBR,1908,london,Dormy
Sailing,london-1908,6m mixed,Open,SILVER,GameTeam,Zut,NA,Belgium,BE,BEL,1908,london,Zut
Sailing,london-1908,6m mixed,Open,BRONZE,GameTeam,Guyoni,NA,France,FR,FRA,1908,london,Guyoni
Sailing,london-1908,8m mixed,Open,GOLD,GameTeam,Cobweb #1,NA,Great Britain,GB,GBR,1908,london,Cobweb
Sailing,london-1908,8m mixed,Open,SILVER,GameTeam,Vinga #1,NA,Sweden,SE,SWE,1908,london,Vinga
Sailing,london-1908,8m mixed,Open,BRONZE,GameTeam,Sorais #2,NA,Great Britain,GB,GBR,1908,london,Sorais
Sailing,london-1908,7m mixed,Open,GOLD,GameTeam,Heroine,NA,Great Britain,GB,GBR,1908,london,Heroine
Sailing,london-1908,12m mixed,Open,GOLD,GameTeam,Hera #1,NA,Great Britain,GB,GBR,1908,london,Hera
Sailing,london-1908,12m mixed,Open,SILVER,GameTeam,Mouchette #2,NA,Great Britain,GB,GBR,1908,london,Mouchette
Rowing,london-1908,Coxed Eights Men,Men,GOLD,GameTeam,Leander Club #1,NA,Great Britain,GB,GBR,1908,london,Leander Club
Rowing,london-1908,Coxed Eights Men,Men,SILVER,GameTeam,Royal Club Nautique de Gand,NA,Belgium,BE,BEL,1908,london,Royal Club Nautique de Gand
Rowing,london-1908,Coxed Eights Men,Men,BRONZE,GameTeam,Toronto Argonauts,NA,Canada,CA,CAN,1908,london,Toronto Argonauts
Rowing,london-1908,Coxed Eights Men,Men,BRONZE,GameTeam,Cambridge University Boat Club #2,NA,Great Britain,GB,GBR,1908,london,Cambridge University Boat Club
Rowing,london-1908,Coxless Pairs Men,Men,GOLD,GameTeam,Leander Club #1 #1,John Reginald Keith FENNING,Great Britain,GB,GBR,1908,london,Leander Club
Rowing,london-1908,Coxless Pairs Men,Men,GOLD,GameTeam,Leander Club #1 #1,Gordon Lindsay THOMSON,Great Britain,GB,GBR,1908,london,Leander Club
Rowing,london-1908,Coxless Pairs Men,Men,SILVER,GameTeam,Leander Club #2 #2,George Eric FAIRBAIRN,Great Britain,GB,GBR,1908,london,Leander Club
Rowing,london-1908,Coxless Pairs Men,Men,SILVER,GameTeam,Leander Club #2 #2,Philip VERDON,Great Britain,GB,GBR,1908,london,Leander Club
Rowing,london-1908,Coxless Pairs Men,Men,BRONZE,GameTeam,Argonaut Rowing Club,Frederick Toms,Canada,CA,CAN,1908,london,Argonaut Rowing Club
Rowing,london-1908,Coxless Pairs Men,Men,BRONZE,GameTeam,Argonaut Rowing Club,Norway Jackes,Canada,CA,CAN,1908,london,Argonaut Rowing Club
Rowing,london-1908,Coxless Pairs Men,Men,BRONZE,GameTeam,Berliner Ruderclub,Martin STAHNKE,Germany,DE,GER,1908,london,Berliner Ruderclub
Rowing,london-1908,Coxless Pairs Men,Men,BRONZE,GameTeam,Berliner Ruderclub,Willy Düskow,Germany,DE,GER,1908,london,Berliner Ruderclub
Rowing,london-1908,Coxless Fours Men,Men,GOLD,GameTeam,Magdalen College Boat Club #1,NA,Great Britain,GB,GBR,1908,london,Magdalen College Boat Club
Rowing,london-1908,Coxless Fours Men,Men,SILVER,GameTeam,Leander Club #2,NA,Great Britain,GB,GBR,1908,london,Leander Club
Rowing,london-1908,Coxless Fours Men,Men,BRONZE,GameTeam,Argonaut Rowing Club,NA,Canada,CA,CAN,1908,london,Argonaut Rowing Club
Rowing,london-1908,Coxless Fours Men,Men,BRONZE,GameTeam,Amstel Amsterdam,NA,Netherlands,NL,NED,1908,london,Amstel Amsterdam
Rowing,london-1908,single sculls 1x men,Men,GOLD,Athlete,NA,Harry Thomas BLACKSTAFFE,Great Britain,GB,GBR,1908,london,NA
Rowing,london-1908,single sculls 1x men,Men,SILVER,Athlete,NA,Alexander MCCULLOCH,Great Britain,GB,GBR,1908,london,NA
Rowing,london-1908,single sculls 1x men,Men,BRONZE,Athlete,NA,Károly LEVICZKY,Hungary,HU,HUN,1908,london,NA
Rowing,london-1908,single sculls 1x men,Men,BRONZE,Athlete,NA,Bernhard VON GAZA,Germany,DE,GER,1908,london,NA
Archery,london-1908,york round (100y - 80y - 60y) men,Men,GOLD,Athlete,NA,William DOD,Great Britain,GB,GBR,1908,london,NA
Archery,london-1908,york round (100y - 80y - 60y) men,Men,SILVER,Athlete,NA,Reginald Brooks-King,Great Britain,GB,GBR,1908,london,NA
Archery,london-1908,york round (100y - 80y - 60y) men,Men,BRONZE,Athlete,NA,Henry Barber RICHARDSON,United States of America,US,USA,1908,london,NA
